,StaffID,University,Department,State,Gender,Rank,Qualification,EmploymentType,Age,YearsOfExperience,BaseSalary,HousingAllowance,TransportAllowance,MedicalAllowance,ResearchGrant,TaxDeduction,PensionDeduction,NHFDeduction,GrossSalary,NetSalary,Publications,PerformanceScore,AbsenceDays,CoursesTaught,StudentsSupervised,PayrollCategory
5907,STF005908,University of Benin,Agriculture,Kaduna,Female,Professor,Ph.D,Full-time staff,56,33,950887.0,223717.0,108492.0,78034.5,277110.0,109198.0,87191.5,26259.0,1644465.0,1424437.0,20,6.6,3,3,10,Executive
5908,STF005909,Obafemi Awolowo University,Physics,Katsina,Female,Senior lecturer,Ph.D,Full-time staff,43,14,496408.0,147871.0,65881.0,27687.0,75572.0,55863.0,46617.0,13494.0,813419.0,697445.0,7,10.0,9,1,23,High
5909,STF005910,Bayero University Kano,Library science,Zamfara,Female,Graduate assistant,M.Tech,Full-time staff,32,3,198029.0,61018.0,22928.4,15004.0,24417.0,25390.0,19440.0,5814.0,315711.0,265067.0,1,8.8,2,4,3,Low
5910,STF005911,Ahmadu Bello University,Library science,Delta,Female,Lecturer ii,Ph.D,Part-time staff,32,8,1077237.0,96369.0,32404.0,22696.0,33289.0,46115.0,32708.0,8688.0,513118.0,425607.0,6,6.4,6,5,10,Medium
5911,STF005912,University of Ilorin,Education,Enugu,Female,Lecturer ii,Ph.D,Full-time staff,33,8,344617.0,90845.0,36525.0,21471.0,44279.0,39859.0,34172.0,9945.0,537737.0,453761.0,6,9.3,2,4,2,Medium
5912,STF005913,University of Benin,Library science,Katsina,Female,Associate professor,Ph.D,Full-time staff,56,27,810358.0,186094.0,120416.5,52652.0,121950.0,102336.0,75869.0,21245.0,1291497.0,1092047.0,11,9.8,3,1,7,Executive
5913,STF005914,University of Lagos,Agriculture,Sokoto,Male,Assistant lecturer,M.Tech,Full-time staff,30,5,268757.0,311365.1,32225.0,16872.0,32728.0,37073.0,26297.0,7896.0,435605.0,364339.0,5,7.6,3,4,2,Medium
5914,STF005915,Obafemi Awolowo University,Computer science,Abuja,Female,Lecturer ii,MBA,Full-time staff,32,5,289405.0,95221.0,31013.0,18988.0,16361.0,22631.0,29699.4,8542.0,450988.0,391508.0,3,6.8,1,6,19,Medium
5915,STF005916,Bayero University Kano,Medicine,Oyo,Female,Lecturer i,Ph.D,Full-time staff,36,10,388716.0,125587.0,31277.0,34987.0,32149.0,35107.0,34027.0,11834.5,612716.0,532162.0,4,8.1,0,1,22,High
5916,STF005917,University of Lagos,Nursing,Kaduna,Female,Assistant lecturer,Ph.D,Full-time staff,31,6,251402.0,311365.1,30298.0,23842.0,41459.0,70327.4,24665.0,6829.0,427316.0,377048.0,2,6.3,2,1,1,Medium
5917,STF005918,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Taraba,Female,Assistant lecturer,M.Tech,Contract staff,29,4,278488.0,91259.0,35408.0,27185.0,38923.0,28102.0,27495.0,6986.0,390144.9,408680.0,1,7.1,0,5,2,Medium
5918,STF005919,University of Lagos,Accounting,Bauchi,Male,Professor,B.Sc,Full-time staff,53,31,1061443.0,279766.0,91653.0,58001.0,85239.0,87113.0,86991.0,28014.2,1576102.0,1370391.0,15,4.2,0,2,17,Executive
5919,STF005920,Nnamdi Azikiwe University,Computer science,Lagos,Female,Senior lecturer,M.Sc,Full-time staff,46,19,592071.0,162906.0,52500.0,47267.0,229749.0,70350.0,50481.0,15344.0,1001581.8,986108.0,4,4.7,4,7,11,Executive
5920,STF005921,Bayero University Kano,Library science,Zamfara,Male,Assistant lecturer,Ph.D,Part-time staff,30,5,273580.1,53582.0,19485.0,14031.0,13716.0,34269.0,23203.0,6398.0,336807.0,272937.0,3,3.7,8,2,2,Low
5921,STF005922,Abubakar Tafawa Balewa University Bauchi,Chemistry,Kaduna,Female,Senior lecturer,M.Ed,Full-time staff,38,15,549351.0,185129.0,69830.0,52545.0,184369.0,42344.0,48456.0,16355.0,1001581.8,934069.0,10,3.7,2,2,20,Executive
5922,STF005923,University of Benin,Library science,Abuja,Female,Lecturer i,M.Sc,Part-time staff,40,15,386079.0,78071.0,46328.0,30331.0,2893.0,29755.0,31162.0,10130.0,543702.0,472655.0,4,3.8,2,1,21,Medium
5923,STF005924,Ahmadu Bello University,Mathematics,Taraba,Female,Senior lecturer,M.Tech,Full-time staff,44,19,537526.0,162906.0,80410.0,52571.0,207372.0,60437.0,45626.0,14706.0,1040906.0,920137.0,7,8.9,0,6,13,Executive
5924,STF005925,Abubakar Tafawa Balewa University Bauchi,Agriculture,Sokoto,Female,Lecturer ii,M.Sc,Full-time staff,33,10,351956.0,101419.0,43857.0,18339.0,35610.0,52084.0,30836.0,9286.0,551181.0,458975.0,0,4.5,3,1,23,Medium
5925,STF005926,Abubakar Tafawa Balewa University Bauchi,English,Zamfara,Female,Lecturer i,M.Sc,Visiting staff,36,7,414711.0,126919.0,57134.0,35344.0,6311.0,44699.0,35009.0,12128.0,640419.0,548583.0,6,7.4,1,3,9,High
5926,STF005927,Ahmadu Bello University,Economics,Enugu,Female,Lecturer i,B.Sc,Visiting staff,41,13,464547.0,311365.1,40704.0,32886.0,11426.0,40071.0,42146.0,12362.0,660811.2,551572.0,8,8.3,4,6,24,High
5927,STF005928,University of Lagos,Law,Imo,Female,Associate professor,M.Ed,Adjunct staff,44,22,1077237.0,205591.0,72315.0,56648.5,269711.0,103485.0,69309.0,21477.0,1384218.0,1189947.0,6,8.4,0,6,21,Executive
5928,STF005929,Obafemi Awolowo University,Education,Oyo,Female,Assistant lecturer,M.Sc,Part-time staff,28,2,248066.0,84293.0,23597.0,22547.0,37759.0,49380.0,20473.0,7371.0,416262.0,369272.0,0,7.7,5,4,2,Medium
5929,STF005930,Ahmadu Bello University,Biology,Delta,Female,Lecturer i,Ph.D,Contract staff,33,10,426829.0,93295.0,42369.0,28726.0,39101.0,57659.0,36006.0,12655.0,630320.0,524000.0,7,6.0,0,2,8,High
5930,STF005931,University of Benin,Chemistry,Abuja,Male,Senior lecturer,Ph.D,Contract staff,43,16,559597.0,311365.1,62883.0,50700.0,92323.0,49380.0,47470.0,16160.0,907504.0,770261.0,11,8.2,6,6,12,High
5931,STF005932,Abubakar Tafawa Balewa University Bauchi,Agriculture,Sokoto,Female,Senior lecturer,M.Sc,Contract staff,41,14,572772.0,147883.0,61091.0,49177.0,90081.0,64317.0,57249.0,14380.0,921004.0,785060.0,4,7.6,1,4,4,High
5932,STF005933,University of Ilorin,Computer science,Benue,Female,Assistant lecturer,Ph.D,Full-time staff,29,6,245197.0,69353.0,34722.0,23574.0,24706.0,33038.0,21233.0,7230.0,397552.0,336051.0,4,9.2,5,7,1,Medium
5933,STF005934,Bayero University Kano,Computer science,Katsina,Female,Senior lecturer,Ph.D,Full-time staff,42,13,525693.0,157700.0,73687.0,46016.0,131624.0,65415.0,42364.0,14023.0,934720.0,812918.0,0,5.1,0,1,6,Executive
5934,STF005935,Abubakar Tafawa Balewa University Bauchi,Economics,Oyo,Female,Lecturer ii,MBA,Contract staff,36,9,315832.0,106732.0,31311.0,22342.0,46672.0,41370.0,25617.0,7979.0,522889.0,447923.0,6,9.1,2,3,11,Medium
5935,STF005936,University of Ilorin,Library science,Plateau,Female,Lecturer i,M.Sc,Full-time staff,37,12,472558.0,148512.0,43389.0,33545.0,45327.0,94928.5,42515.0,13506.0,743331.0,632216.0,9,4.7,4,5,13,High
5936,STF005937,University of Lagos,Statistics,Lagos,Female,Senior lecturer,B.Sc,Full-time staff,47,19,584874.0,176664.0,65030.6,37550.0,253720.0,68867.0,54387.0,16903.0,1102250.0,962093.0,7,8.3,4,5,3,Executive
5937,STF005938,Federal University of Technology Minna,Nursing,Kano,Female,Senior lecturer,Ph.D,Full-time staff,35,13,647267.0,311365.1,55845.0,53668.0,246376.0,64101.0,53173.0,17140.0,1158737.0,1024323.0,14,5.3,1,3,8,Executive
5938,STF005939,Obafemi Awolowo University,Nursing,Benue,Female,Assistant lecturer,Ph.D,Full-time staff,29,4,264306.0,84227.5,27774.0,15623.0,38019.0,23205.0,21599.0,7224.0,409902.0,357874.0,1,7.6,1,4,2,Medium
5939,STF005940,Obafemi Awolowo University,Biology,Anambra,Female,Senior lecturer,M.Sc,Part-time staff,44,21,586042.0,167919.0,66348.0,45356.0,115789.0,47414.0,53580.0,15745.0,981454.0,864715.0,8,6.6,6,3,10,Executive
5940,STF005941,Federal University of Technology Minna,Agriculture,Delta,Female,Lecturer ii,Ph.D,Full-time staff,33,6,320653.0,77481.0,30452.0,20449.0,24220.0,33904.0,28532.0,9160.0,473255.0,401659.0,9,7.4,0,2,9,Medium
5941,STF005942,Nnamdi Azikiwe University,Engineering,Delta,Female,Senior lecturer,Ph.D,Full-time staff,45,19,491493.0,138440.0,67708.0,41867.0,278026.0,36207.0,41481.0,14151.0,1017534.0,925695.0,8,3.8,0,7,11,Executive
5942,STF005943,Bayero University Kano,Engineering,Rivers,Female,Lecturer ii,MBA,Full-time staff,36,10,358811.8,76295.0,38970.0,35261.0,37674.0,50902.0,34672.0,9764.0,509488.9,466176.0,8,8.2,4,1,8,Medium
5943,STF005944,Obafemi Awolowo University,Nursing,Katsina,Female,Lecturer ii,Ph.D,Full-time staff,30,6,333250.0,114349.0,36478.0,16741.0,39176.0,49815.0,29699.4,8408.0,539994.0,451440.0,1,5.3,2,1,9,Medium
5944,STF005945,University of Nigeria Nsukka,Library science,Katsina,Female,Graduate assistant,Ph.D,Full-time staff,30,2,185570.0,50464.0,17561.0,15095.0,10103.0,22277.0,15463.0,4831.0,278793.0,236222.0,1,5.7,1,7,0,Low
5945,STF005946,University of Nigeria Nsukka,Pharmacy,Oyo,Male,Assistant lecturer,Ph.D,Full-time staff,30,5,253771.0,79447.0,35394.0,15186.0,31689.0,49380.0,24602.0,7446.0,415487.0,350553.0,4,6.7,0,2,2,Medium
5946,STF005947,University of Lagos,Law,Adamawa,Female,Graduate assistant,Ph.D,Full-time staff,24,0,216093.0,67444.0,24728.0,17810.0,9944.0,17256.0,20582.0,5844.0,336019.0,292337.0,4,3.6,1,5,4,Low
5947,STF005948,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Katsina,Female,Associate professor,M.Sc,Full-time staff,50,25,824586.0,241625.0,120416.5,55546.7,250921.0,94571.0,66848.0,22602.0,1514784.0,1330763.0,5,6.6,5,4,15,Executive
5948,STF005949,Bayero University Kano,Engineering,Niger,Female,Assistant lecturer,Ph.D,Full-time staff,32,6,233323.0,56543.0,24510.0,15192.0,40894.0,32280.0,19520.0,6366.0,370462.0,312296.0,5,6.3,0,1,2,Medium
5949,STF005950,Federal University of Technology Minna,Nursing,Bauchi,Female,Associate professor,Ph.D,Full-time staff,54,29,750742.0,178431.0,99979.0,55546.7,273174.0,87350.0,72423.0,21222.0,1368089.0,1187094.0,5,4.2,4,1,11,Executive
5950,STF005951,University of Benin,Education,Lagos,Male,Associate professor,B.Ed,Full-time staff,50,21,821811.0,182902.0,77994.0,42040.0,108499.0,115760.0,67399.0,21979.0,1271278.4,1028108.0,9,7.9,2,7,12,Executive
5951,STF005952,University of Lagos,History,Bauchi,Female,Graduate assistant,B.Tech,Part-time staff,31,3,205470.0,71016.2,19407.0,14618.9,23965.2,28318.0,18906.0,5638.0,314569.8,237288.0,3,5.1,5,3,0,Low
5952,STF005953,Abubakar Tafawa Balewa University Bauchi,Physics,Oyo,Female,Lecturer i,Ph.D,Full-time staff,33,7,387001.0,127566.0,35871.0,38494.0,41598.0,49371.0,36336.0,10913.0,630530.0,533910.0,7,9.7,4,7,10,High
5953,STF005954,University of Lagos,English,Katsina,Female,Graduate assistant,Ph.D,Full-time staff,26,2,202715.0,58038.0,22172.0,11863.0,15189.0,23288.3,19159.0,5075.0,309977.0,270202.0,3,8.5,5,2,3,Low
5954,STF005955,Bayero University Kano,Engineering,Adamawa,Female,Senior lecturer,M.Sc,Visiting staff,39,17,646393.0,218625.0,89072.0,36659.0,242517.0,81393.0,62507.0,17110.0,1233266.0,1072256.0,4,9.2,2,5,22,Executive
5955,STF005956,Federal University of Technology Minna,Accounting,Bauchi,Female,Lecturer i,Ph.D,Full-time staff,29,7,393118.0,104466.0,31661.0,35788.0,9018.0,48586.0,31573.0,11033.0,574051.0,482859.0,6,9.7,6,5,13,Medium
5956,STF005957,Federal University of Technology Minna,Medicine,Zamfara,Female,Lecturer ii,Ph.D,Part-time staff,30,4,309633.0,63554.0,44785.0,28130.0,12682.0,23326.0,27146.0,7932.0,458784.0,400380.0,8,7.5,0,6,7,Medium
5957,STF005958,Federal University of Technology Minna,Architecture,Plateau,Female,Senior lecturer,B.Tech,Full-time staff,49,20,625175.0,211000.0,54078.0,60993.0,167598.0,67539.0,50102.0,16924.0,1118844.0,984279.0,5,8.6,2,2,21,Executive
5958,STF005959,Nnamdi Azikiwe University,Biology,Oyo,Female,Lecturer ii,Ph.D,Visiting staff,31,7,304833.0,82305.0,42289.0,21912.0,23576.0,31032.0,29318.0,9164.2,515720.6,405691.0,1,5.8,1,7,15,Medium
5959,STF005960,Obafemi Awolowo University,History,Oyo,Female,Assistant lecturer,M.Sc,Part-time staff,33,4,262628.0,61315.0,38322.0,19646.0,1115.0,48502.7,24878.0,7759.0,383026.0,321363.0,4,5.2,2,1,4,Medium
5960,STF005961,Abubakar Tafawa Balewa University Bauchi,Accounting,Adamawa,Female,Senior lecturer,Ph.D,Part-time staff,39,13,577993.0,152274.0,74707.0,33455.0,135770.0,103126.8,53742.0,14527.0,974199.0,859355.0,6,5.9,1,3,20,Executive
5961,STF005962,Ahmadu Bello University,Biology,Enugu,Female,Lecturer i,M.Sc,Full-time staff,37,11,380841.0,78305.0,36518.0,30909.0,15568.0,49158.0,37711.0,11029.0,542141.0,444243.0,5,4.7,6,5,7,Medium
5962,STF005963,University of Benin,Geography,Abuja,Female,Associate professor,LL.B,Full-time staff,52,27,763997.0,236910.0,84893.0,41416.0,51590.0,49380.0,74040.0,21732.0,1271278.4,968716.0,4,6.7,1,4,11,Executive
5963,STF005964,Ahmadu Bello University,Biology,Taraba,Female,Lecturer i,MBA,Full-time staff,35,9,413046.0,100892.0,56987.0,24486.0,9983.0,48741.0,38048.0,10910.0,605394.0,507695.0,5,8.3,1,5,3,High
5964,STF005965,Obafemi Awolowo University,Computer science,Oyo,Female,Lecturer i,M.Phil,Full-time staff,44,15,455311.0,311365.1,55040.0,27623.0,3899.0,82385.9,38773.6,13548.0,634829.0,530998.0,1,6.3,3,7,23,High
5965,STF005966,Obafemi Awolowo University,Library science,Kano,Female,Lecturer ii,Ph.D,Full-time staff,37,10,312202.0,101694.0,37755.0,26611.0,20942.0,25672.0,29903.0,9224.0,499204.0,434405.0,4,3.7,1,2,17,Medium
5966,STF005967,Nnamdi Azikiwe University,Physics,Benue,Male,Assistant lecturer,Ph.D,Full-time staff,25,2,245717.0,81242.0,25332.0,24009.0,11314.0,25798.0,20325.0,6787.0,387614.0,334704.0,6,6.5,4,7,2,Medium
5967,STF005968,Bayero University Kano,Agriculture,Niger,Female,Lecturer i,B.Sc,Full-time staff,35,13,472180.0,115446.0,45581.0,33435.0,25573.0,61564.0,43870.0,14126.0,692215.0,572655.0,3,5.0,4,6,19,High
5968,STF005969,Nnamdi Azikiwe University,Library science,Oyo,Female,Assistant lecturer,Ph.D,Full-time staff,26,4,248953.0,62377.0,35053.0,14781.0,24723.4,36088.0,20266.0,7461.0,385165.0,321350.0,6,5.6,2,4,4,Medium
5969,STF005970,University of Benin,Chemistry,Benue,Male,Lecturer ii,B.Tech,Full-time staff,33,7,347865.0,77906.0,38377.0,25848.0,33605.0,51711.0,29194.0,10297.0,523601.0,432399.0,6,4.5,4,1,8,Medium
5970,STF005971,University of Benin,Biology,Abuja,Male,Assistant lecturer,M.Sc,Full-time staff,31,3,231359.0,72990.0,20622.0,14138.0,48456.0,32964.0,21793.0,6576.0,387565.0,326232.0,3,7.9,9,5,11,Medium
5971,STF005972,Abubakar Tafawa Balewa University Bauchi,Computer science,Kaduna,Female,Senior lecturer,Ph.D,Full-time staff,41,16,539726.0,138669.0,61695.0,41297.0,159551.0,58519.0,51473.0,15522.2,940938.0,815240.0,5,3.7,2,4,17,Executive
5972,STF005973,University of Ilorin,Geography,Enugu,Female,Associate professor,M.Sc,Part-time staff,49,19,798259.0,250150.0,71445.0,59380.0,250000.0,113303.0,71630.0,20912.0,1429234.0,1223389.0,9,8.9,2,2,18,Executive
5973,STF005974,Federal University of Technology Minna,History,Enugu,Female,Senior lecturer,Ph.D,Part-time staff,37,14,524955.0,131631.0,51542.0,28565.0,219291.0,72132.0,43534.0,15224.0,955984.0,825094.0,7,5.8,6,1,20,Executive
5974,STF005975,Ahmadu Bello University,Economics,Zamfara,Female,Graduate assistant,M.Sc,Full-time staff,32,3,189175.0,51125.0,26072.0,15893.0,31511.0,23297.0,17845.0,5270.0,313776.0,267364.0,3,8.6,5,2,1,Low
5975,STF005976,University of Lagos,Medicine,Lagos,Female,Senior lecturer,B.Ed,Full-time staff,37,15,602708.0,194005.0,79312.0,32651.0,287817.0,73089.0,48325.0,16717.0,1196493.0,1058362.0,4,4.3,5,4,24,Executive
5976,STF005977,Bayero University Kano,Engineering,Zamfara,Female,Professor,M.Tech,Full-time staff,61,34,921753.0,291733.0,94147.0,78034.5,59583.0,89393.0,90178.0,23943.0,1453387.0,1249873.0,14,5.3,1,2,9,Executive
5977,STF005978,Bayero University Kano,Economics,Taraba,Female,Lecturer ii,Ph.D,Full-time staff,32,5,358811.8,82256.0,41242.0,16863.0,7584.0,40436.0,30724.0,8784.0,509488.9,397060.0,6,6.5,4,1,21,Medium
5978,STF005979,Ahmadu Bello University,Economics,Niger,Male,Lecturer i,M.Sc,Contract staff,34,9,453434.0,107651.0,67133.0,41642.0,25441.0,54279.0,39477.0,13399.0,695301.0,588146.0,0,5.0,2,5,6,High
5979,STF005980,Nnamdi Azikiwe University,Pharmacy,Kano,Male,Senior lecturer,Ph.D,Full-time staff,40,15,615534.0,194563.0,88832.0,37380.0,72517.0,120609.2,55132.0,15522.2,1008826.0,868985.0,5,6.1,2,6,23,Executive
5980,STF005981,Abubakar Tafawa Balewa University Bauchi,Statistics,Adamawa,Female,Lecturer ii,Ph.D,Contract staff,30,5,370972.0,128993.0,39168.0,33258.0,35456.0,34878.0,35372.0,11060.0,506175.6,526537.0,5,4.3,1,3,2,High
5981,STF005982,Abubakar Tafawa Balewa University Bauchi,English,Zamfara,Female,Lecturer i,M.Sc,Visiting staff,36,12,451402.0,141479.0,55485.0,36922.0,19208.0,45178.0,38517.2,13137.0,704496.0,601384.0,8,8.2,2,6,11,High
5982,STF005983,University of Lagos,Chemistry,Kwara,Female,Lecturer i,M.Sc,Visiting staff,44,15,469610.0,120168.0,39642.0,32583.3,39763.0,47052.0,37816.0,13506.0,695787.0,597413.0,10,8.3,0,7,4,High
5983,STF005984,Bayero University Kano,Accounting,Delta,Female,Lecturer i,M.Sc,Part-time staff,33,8,443154.0,120782.0,38115.0,23683.0,25067.7,64207.0,43607.0,12120.0,652948.1,506362.0,5,5.6,2,5,24,High
5984,STF005985,Nnamdi Azikiwe University,Education,Lagos,Female,Professor,M.Sc,Full-time staff,51,31,1077237.0,311365.1,120416.5,78034.5,251486.0,120609.2,91577.2,28014.2,1903579.1,1681551.0,7,6.8,9,3,2,Executive
5985,STF005986,University of Lagos,Statistics,Plateau,Male,Lecturer i,Ph.D,Full-time staff,37,13,475074.0,109645.0,68766.0,47150.0,46260.0,49982.0,43778.0,13414.0,746895.0,639721.0,5,8.4,1,5,19,High
5986,STF005987,Ahmadu Bello University,Biology,Zamfara,Female,Lecturer ii,Ph.D,Adjunct staff,35,10,297839.0,87308.0,36525.0,24061.0,48501.0,37500.0,26197.0,8414.0,494234.0,422123.0,6,8.9,2,4,14,Medium
5987,STF005988,Bayero University Kano,Geography,Lagos,Female,Lecturer i,Ph.D,Full-time staff,36,13,459202.0,138364.0,62794.0,30099.0,10366.0,47482.0,38773.6,11632.0,700825.0,603374.0,3,4.6,4,3,2,High
5988,STF005989,Nnamdi Azikiwe University,Accounting,Sokoto,Female,Senior lecturer,Ph.D,Contract staff,40,0,582436.0,152994.0,64167.0,54250.0,50506.0,87131.0,48084.0,15927.0,904353.0,753211.0,5,7.2,0,5,16,High
5989,STF005990,Nnamdi Azikiwe University,Nursing,Taraba,Female,Lecturer ii,B.Sc,Full-time staff,32,4,313886.0,71800.0,44489.0,27127.0,25498.6,45796.0,31214.0,9357.0,483022.0,396655.0,8,6.1,4,7,2,Medium
5990,STF005991,University of Lagos,Architecture,Kano,Female,Senior lecturer,M.Tech,Full-time staff,47,22,529998.0,146819.0,50753.0,45940.0,294372.0,71487.0,49521.0,14102.0,1067882.0,932772.0,8,5.7,5,6,11,Executive
5991,STF005992,Nnamdi Azikiwe University,Physics,Imo,Female,Graduate assistant,Ph.D,Full-time staff,28,2,199649.0,68639.0,26061.0,13364.0,13979.0,49380.0,17119.0,5024.0,321692.0,280917.0,1,8.9,5,2,1,Low
5992,STF005993,University of Lagos,Architecture,Bauchi,Female,Lecturer i,Ph.D,Full-time staff,37,12,429674.0,108535.0,42345.0,29622.0,6050.0,31448.0,35948.0,12702.0,616226.0,536128.0,5,4.8,2,4,6,High
5993,STF005994,University of Lagos,Statistics,Abuja,Female,Lecturer ii,M.Sc,Part-time staff,31,7,305633.0,100691.0,26500.0,29613.0,25360.0,40572.0,25731.0,7654.0,487797.0,413840.0,5,5.7,3,2,17,Medium
5994,STF005995,Abubakar Tafawa Balewa University Bauchi,Agriculture,Bauchi,Female,Lecturer i,M.Sc,Full-time staff,34,0,411933.0,113525.0,44477.0,25764.0,27475.0,44961.0,40997.0,11453.0,623174.0,525763.0,2,4.3,4,3,15,High
5995,STF005996,University of Nigeria Nsukka,Statistics,Kaduna,Female,Senior lecturer,Ph.D,Full-time staff,41,15,615194.0,163229.0,86403.0,49129.0,255693.0,81611.0,53403.0,17457.0,1001581.8,1017177.0,6,7.9,7,7,3,Executive
5996,STF005997,Obafemi Awolowo University,Pharmacy,Lagos,Female,Professor,Ph.D,Full-time staff,64,37,945755.0,265696.0,115852.0,52879.0,121456.0,105404.0,76943.0,24795.0,1501638.0,1294496.0,1,5.7,3,4,17,Executive
5997,STF005998,Bayero University Kano,Law,Kaduna,Female,Associate professor,M.Sc,Full-time staff,54,30,707152.0,196479.0,69999.0,65482.0,91013.0,57949.0,66159.0,17842.0,1130125.0,988175.0,9,7.6,0,3,2,Executive
5998,STF005999,Abubakar Tafawa Balewa University Bauchi,Accounting,Niger,Female,Associate professor,M.Sc,Visiting staff,49,23,658797.0,187626.0,73104.0,37822.0,90520.0,49516.0,63890.0,19223.0,1047869.0,915240.0,11,7.1,0,2,24,Executive
5999,STF006000,University of Nigeria Nsukka,Pharmacy,Oyo,Female,Senior lecturer,Ph.D,Visiting staff,41,20,540145.0,132338.0,54751.0,27726.0,126977.0,41110.0,44987.0,13544.0,881937.0,782296.0,7,6.6,2,5,23,High
6000,STF006001,Ahmadu Bello University,Mathematics,Imo,Female,Assistant lecturer,Ph.D,Full-time staff,31,2,262440.0,90758.0,32858.0,16584.0,33953.0,26171.0,25595.0,7319.0,436593.0,377508.0,1,7.6,3,3,1,Medium
6001,STF006002,Federal University of Technology Minna,Economics,Plateau,Female,Associate professor,Ph.D,Full-time staff,51,25,847404.0,185000.0,85850.7,65856.0,289522.0,64059.0,67264.9,21267.0,1491620.0,1329911.0,7,4.4,0,6,13,Executive
6002,STF006003,University of Nigeria Nsukka,Computer science,Bauchi,Female,Lecturer ii,Ph.D,Contract staff,35,7,373411.0,115014.0,31243.0,24785.0,15703.0,49380.0,34786.0,10285.0,560156.0,473951.0,9,10.0,3,4,11,Medium
6003,STF006004,Ahmadu Bello University,Engineering,Imo,Male,Lecturer i,Ph.D,Full-time staff,33,11,477848.0,105963.0,63583.0,31383.0,40651.0,49559.0,45345.0,12572.0,719428.0,611952.0,7,7.5,1,4,4,High
6004,STF006005,Bayero University Kano,Biology,Lagos,Female,Associate professor,M.Ed,Adjunct staff,54,30,849061.0,272293.0,72533.0,69245.0,84574.0,111532.0,84456.0,23506.0,1347706.0,1128212.0,6,5.4,5,2,19,Executive
6005,STF006006,Nnamdi Azikiwe University,Nursing,Anambra,Female,Lecturer i,Ph.D,Full-time staff,37,9,415331.0,311365.1,34978.0,38126.0,44181.0,37087.0,33269.0,10700.0,655824.3,556049.0,4,4.2,1,5,9,High
6006,STF006007,Ahmadu Bello University,Geography,Zamfara,Female,Professor,Ph.D,Part-time staff,57,25,1077237.0,311365.1,95620.0,78034.5,72181.0,120609.2,91577.2,28014.2,1703347.0,1443574.0,5,5.1,2,5,15,Executive
6007,STF006008,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Sokoto,Male,Assistant lecturer,Ph.D,Full-time staff,32,4,226280.0,64031.0,27522.0,18668.4,13672.0,17813.0,20685.0,5894.0,390183.8,307455.0,4,7.1,8,1,4,Medium
6008,STF006009,Federal University of Technology Minna,Geography,Sokoto,Female,Associate professor,M.Sc,Full-time staff,41,19,752733.0,245977.0,112081.0,47497.0,206331.0,57390.0,67288.0,20067.0,1364619.0,1219874.0,5,3.7,1,3,19,Executive
6009,STF006010,Ahmadu Bello University,Education,Sokoto,Female,Lecturer i,M.Ed,Contract staff,35,13,386177.0,123221.0,39840.0,33452.0,513.0,42422.0,33651.0,10651.0,583203.0,496479.0,4,9.9,3,7,21,Medium
6010,STF006011,University of Lagos,Accounting,Enugu,Male,Associate professor,M.Tech,Full-time staff,56,28,807667.0,227804.0,89410.0,43324.0,224026.0,79669.0,65831.0,20553.8,1392231.0,1224106.0,13,6.7,0,3,20,Executive
6011,STF006012,Nnamdi Azikiwe University,Nursing,Benue,Female,Assistant lecturer,M.Sc,Contract staff,28,3,222948.0,67706.0,28499.2,19109.8,37356.0,29374.0,22250.0,6090.0,372534.0,314820.0,4,6.1,3,1,1,Medium
6012,STF006013,Nnamdi Azikiwe University,Accounting,Bauchi,Female,Associate professor,B.Ed,Full-time staff,50,0,1077237.0,178032.0,104699.0,59311.0,228618.0,89961.0,80789.0,24834.0,1405249.0,1209665.0,6,7.7,4,0,5,Executive
6013,STF006014,University of Ilorin,Mathematics,Benue,Male,Lecturer i,Ph.D,Full-time staff,37,14,440293.0,133506.0,45315.0,22875.0,3291.0,56468.0,38215.0,11549.0,645280.0,539048.0,3,5.7,2,2,3,High
6014,STF006015,University of Nigeria Nsukka,Agriculture,Delta,Female,Lecturer i,Ph.D,Full-time staff,35,10,401346.0,90716.0,56825.0,31938.0,29551.0,32269.0,37789.0,11857.0,610376.0,528461.0,9,3.7,2,3,18,High
6015,STF006016,University of Benin,Mathematics,Delta,Female,Lecturer ii,Ph.D,Visiting staff,32,7,304683.0,73114.0,44437.0,24736.0,35135.0,41568.2,26101.0,7791.0,482105.0,418731.0,6,6.6,1,2,10,Medium
6016,STF006017,Bayero University Kano,Mathematics,Abuja,Female,Senior lecturer,Ph.D,Contract staff,44,18,639233.0,197951.0,81761.0,46164.0,163107.0,86496.0,59726.0,16468.0,1013291.9,965526.0,12,3.8,3,4,24,Executive
6017,STF006018,Federal University of Technology Minna,Law,Abuja,Female,Graduate assistant,M.Tech,Full-time staff,29,0,199431.0,311365.1,18864.0,10988.0,43788.0,20975.0,17993.0,5763.0,317608.8,297559.0,1,3.8,2,4,1,Low
6018,STF006019,Obafemi Awolowo University,Statistics,Kaduna,Female,Professor,Ph.D,Full-time staff,59,31,1077237.0,273203.5,120416.5,78034.5,68369.0,120609.2,91577.2,28014.2,1779717.0,1515794.0,5,9.6,0,5,22,Executive
